Asset ID,Asset Type,Purchase Date,Lifecycle Status,Maintenance Cost,Replacement Cost
A489,Router,2022-09-07,Disposed,2399.68,7026.01
A490,Laptop,2023-04-29,Retired,3868.49,4652.23
A491,Switch,2023-11-05,Disposed,2444.9,1437.5
A492,Server,2023-10-06,Retired,866.94,2267.17
A493,Switch,2019-12-11,Retired,2749.3,4243.1
A494,Switch,2019-08-30,In Maintenance,2040.5,9514.87
A495,Laptop,2019-08-21,Disposed,2462.21,3397.76
A496,Switch,2020-09-10,Disposed,2567.84,8531.52
A497,Laptop,2021-07-13,Active,1476.25,5717.9
A498,Desktop,2020-09-05,In Maintenance,2694.43,4638.31
A499,Router,2019-10-03,In Maintenance,2769.47,2159.49
A500,Switch,2022-08-25,Active,4295.9,2272.49
A501,Server,2023-12-27,Active,2579.12,2175.81
A502,Printer,2022-02-08,Retired,1582.99,2799.99
A503,Switch,2024-03-26,Disposed,907.34,1499.05
A504,Desktop,2020-07-18,In Maintenance,2041.34,3580.05
A505,Server,2023-07-13,In Maintenance,484.13,7320.53
A506,Desktop,2023-01-07,Disposed,1920.66,2893.67
A507,Printer,2024-04-02,Active,3500.99,5708.27
A508,Laptop,2020-10-05,Disposed,2405.01,3273.27
A509,Server,2020-12-18,Active,4936.72,3828.97
A510,Laptop,2020-10-06,Active,1914.78,1710.0
A511,Switch,2023-04-13,Disposed,2314.38,2884.24
A512,Router,2021-09-26,Disposed,1787.51,5725.04
A513,Desktop,2020-08-23,Active,2328.39,6269.83
A514,Router,2020-09-04,Retired,4482.18,3018.13
A515,Printer,2021-03-28,Retired,2111.72,8087.49
A516,Router,2022-11-30,Active,790.96,2088.19
A517,Printer,2023-09-27,In Maintenance,2897.12,3867.15
A518,Printer,2020-07-28,Disposed,4882.94,986.27
A519,Laptop,2024-01-16,Retired,1819.18,1099.7
A520,Router,2020-08-19,Active,1586.29,4865.59
A521,Server,2023-08-04,Disposed,4569.29,7107.37
A522,Desktop,2023-11-16,Active,4922.06,9446.67
A523,Printer,2021-06-12,Active,346.98,2344.1
A524,Server,2022-01-29,Retired,384.98,1611.14
A525,Switch,2020-09-21,Disposed,2697.77,3872.1
A526,Router,2023-04-17,Disposed,2331.34,8348.62
A527,Laptop,2022-07-09,Disposed,1957.48,4236.9
A528,Printer,2022-11-16,Retired,946.35,4219.67
A529,Desktop,2021-10-18,Retired,1478.97,7807.59
A530,Printer,2021-03-08,In Maintenance,933.86,6775.88
A531,Switch,2022-11-23,Disposed,2740.43,5925.72
A532,Switch,2023-10-26,Retired,4655.09,7989.94
A533,Router,2022-03-09,Disposed,4278.58,3885.42
A534,Router,2021-02-24,Active,4134.94,3859.43
A535,Laptop,2019-09-05,Disposed,112.16,2287.91
A536,Laptop,2022-01-28,Active,2697.28,9577.05
A537,Server,2023-10-25,In Maintenance,2422.1,5588.88
A538,Switch,2020-11-06,Retired,3850.55,9164.5
A539,Desktop,2023-05-30,Active,814.53,5272.05
A540,Router,2023-06-24,Disposed,1819.31,4207.65
A541,Switch,2022-03-29,Retired,4932.52,8905.83
A542,Printer,2021-03-04,Retired,1681.21,8768.63
A543,Desktop,2024-06-04,Retired,1288.68,1304.32
A544,Desktop,2019-11-02,Active,2435.36,9674.86
A545,Server,2022-10-26,Active,1349.4,6843.71
A546,Server,2021-07-12,Retired,247.89,6087.57
A547,Switch,2019-10-15,In Maintenance,3318.54,7274.07
A548,Router,2023-08-19,In Maintenance,4667.68,8384.56
A549,Switch,2022-02-02,Active,946.49,9264.67
A550,Printer,2019-11-29,In Maintenance,936.87,3591.32
A551,Desktop,2022-01-10,Active,1634.87,9658.01
A552,Switch,2022-07-20,Active,1563.48,5072.53
A553,Switch,2024-06-12,In Maintenance,4052.7,3316.92
A554,Desktop,2024-04-16,In Maintenance,3273.42,9929.94
A555,Router,2020-05-01,Disposed,853.11,9844.13
A556,Printer,2022-07-09,Retired,2762.1,6133.18
A557,Laptop,2020-12-29,Disposed,2270.94,6890.25
A558,Desktop,2019-12-11,In Maintenance,2883.36,1371.08
A559,Router,2021-02-23,Active,1028.99,2387.26
A560,Laptop,2021-10-13,Disposed,3836.58,5088.02
A561,Printer,2023-12-14,Retired,4415.28,4100.87
A562,Printer,2023-02-13,Active,421.53,7638.64
A563,Laptop,2022-04-22,Retired,1582.28,598.54
A564,Printer,2020-04-19,Retired,3613.15,7278.26
A565,Printer,2020-11-04,Active,173.92,8553.26
A566,Printer,2023-05-26,Retired,4587.48,6677.81
A567,Switch,2023-04-29,Active,2347.71,6155.85
A568,Router,2022-03-17,In Maintenance,3637.07,4970.89
A569,Printer,2024-06-16,In Maintenance,4007.29,4703.4
A570,Laptop,2023-01-03,Disposed,1580.75,7093.86
A571,Printer,2023-12-12,Retired,2608.91,1753.17
A572,Server,2021-06-25,In Maintenance,2886.07,3981.5
A573,Switch,2023-03-22,Active,295.1,4293.16
A574,Switch,2022-12-06,Retired,2628.1,4103.26
A575,Server,2021-03-19,Retired,1256.68,3983.87
A576,Server,2020-01-27,In Maintenance,2337.05,8663.13
A577,Desktop,2023-02-17,In Maintenance,4189.12,5991.95
A578,Server,2023-05-22,Active,2215.91,1695.49
A579,Router,2024-02-14,In Maintenance,4235.53,3772.85
A580,Printer,2020-11-15,Active,2852.3,1598.85
A581,Desktop,2023-02-25,In Maintenance,2063.58,4264.92
A582,Server,2022-03-08,Disposed,1625.15,9397.78
A583,Laptop,2024-05-10,Disposed,860.42,6068.11
A584,Server,2020-10-22,Retired,560.15,2463.22
A585,Desktop,2021-05-23,Retired,2604.22,8921.5
A586,Router,2021-12-04,Retired,3438.38,4038.05
A587,Router,2024-03-12,In Maintenance,1763.27,3380.72
A588,Switch,2020-10-22,Disposed,4611.68,2556.29
A589,Printer,2022-08-12,Disposed,2028.74,9874.85
A590,Printer,2021-09-18,Retired,4268.2,2105.9
A591,Server,2021-08-24,In Maintenance,1291.83,9242.83
A592,Laptop,2020-09-07,Active,310.56,1153.2
A593,Router,2023-12-09,Active,3262.94,4099.1
A594,Switch,2023-12-01,Disposed,469.11,9598.95
A595,Printer,2024-06-14,Retired,844.73,1541.17
A596,Router,2022-11-04,Retired,4714.29,5350.56
A597,Router,2020-08-25,Active,3491.61,2991.07
A598,Laptop,2019-12-28,Disposed,2153.71,1148.63
A599,Desktop,2020-12-16,Disposed,119.13,6686.28
A600,Laptop,2020-03-13,In Maintenance,3901.52,2765.62
A601,Printer,2020-10-04,In Maintenance,4217.02,2696.41
A602,Desktop,2023-05-09,Retired,2254.51,6343.49
A603,Desktop,2021-04-18,Active,2091.26,5097.69
A604,Desktop,2024-01-08,Disposed,2350.37,8283.8
A605,Router,2022-12-14,Disposed,3717.24,2000.99
A606,Switch,2022-11-19,Active,3337.44,1281.9
A607,Desktop,2020-05-27,Active,1904.14,2202.5
A608,Laptop,2021-03-18,In Maintenance,1567.79,4856.29
A609,Printer,2024-06-25,Disposed,2815.36,1911.66
A610,Switch,2022-02-13,In Maintenance,2336.44,9933.17
A611,Switch,2021-04-30,Disposed,4294.5,7567.6
A612,Laptop,2020-05-07,Retired,2476.9,5560.13
A613,Desktop,2023-11-16,Retired,2671.16,2306.47
A614,Printer,2020-10-21,Disposed,2005.53,1035.47
A615,Router,2020-08-19,In Maintenance,4045.62,7482.51
A616,Printer,2022-06-06,In Maintenance,3624.59,8736.66
A617,Laptop,2021-11-13,In Maintenance,2814.28,3418.71
A618,Server,2020-01-10,Disposed,3526.75,3638.98
A619,Desktop,2020-08-06,In Maintenance,1403.15,708.38
A620,Switch,2022-07-26,Retired,1277.95,7198.22
A621,Router,2024-05-21,Active,789.27,6231.54
A622,Switch,2023-03-09,Disposed,4615.62,9677.57
A623,Desktop,2020-09-06,Disposed,2625.67,7082.32
A624,Laptop,2022-11-17,In Maintenance,3232.61,9114.89
A625,Switch,2020-11-30,Retired,989.01,9846.21
A626,Laptop,2019-09-16,In Maintenance,2364.74,9118.92
A627,Server,2022-08-24,Disposed,4923.11,3159.05
A628,Router,2019-10-13,Active,4479.62,5331.69
A629,Laptop,2023-02-16,In Maintenance,990.7,1061.79
A630,Laptop,2020-01-17,In Maintenance,4822.52,3997.58
A631,Laptop,2022-04-17,Retired,4474.83,7634.86
A632,Laptop,2020-07-28,In Maintenance,2406.87,2164.92
A633,Router,2020-10-14,Disposed,4236.79,7813.12
A634,Desktop,2023-11-29,Active,4271.45,8160.82
A635,Switch,2019-10-02,Retired,2534.54,1849.59
A636,Server,2020-08-05,Disposed,1265.64,3011.28
A637,Server,2024-02-12,In Maintenance,3093.69,2308.13
A638,Desktop,2022-05-10,Active,2633.68,4807.51
A639,Desktop,2023-05-06,Disposed,1314.88,4909.06
A640,Desktop,2021-03-26,In Maintenance,1237.08,7170.24
A641,Laptop,2023-09-27,Disposed,257.35,8589.02
A642,Desktop,2021-10-30,Active,2853.51,8781.76
A643,Switch,2020-06-26,Active,4240.88,1733.46
A644,Laptop,2020-03-13,Active,3372.13,3767.11
A645,Printer,2022-07-03,Disposed,744.41,1526.4
A646,Desktop,2020-09-13,Disposed,831.57,2990.83
A647,Desktop,2022-06-17,Disposed,4844.0,5223.38
A648,Laptop,2023-04-04,Disposed,4283.82,6329.33
A649,Switch,2023-06-20,Retired,1708.09,8377.97
A650,Switch,2020-04-10,Retired,2716.85,4918.31
A651,Switch,2023-03-10,In Maintenance,3970.61,2103.65
A652,Desktop,2020-06-21,Active,199.76,2691.72
A653,Printer,2024-06-02,Active,1535.6,4030.01
A654,Server,2024-04-11,Disposed,1636.55,4610.26
A655,Desktop,2023-06-19,Retired,1913.21,9831.75
A656,Laptop,2020-01-14,Retired,922.87,3233.91
A657,Switch,2023-07-11,In Maintenance,3106.75,6758.26
A658,Printer,2023-06-25,Active,918.17,1641.89
A659,Server,2021-09-17,Retired,830.17,1652.3
A660,Printer,2020-05-22,Retired,3788.76,8249.3
A661,Router,2019-10-02,In Maintenance,980.08,2203.59
A662,Switch,2020-12-26,In Maintenance,2994.72,6160.12
A663,Desktop,2022-05-12,Active,776.3,2397.62
A664,Desktop,2022-07-06,In Maintenance,4695.26,5167.44
A665,Printer,2021-05-19,Active,2722.69,2800.52
A666,Server,2021-06-14,Active,1818.07,769.27
A667,Server,2021-03-10,Active,3423.89,3632.41
A668,Router,2019-09-24,Disposed,131.46,8208.76
A669,Laptop,2024-05-30,Retired,1433.46,4026.56
A670,Desktop,2020-02-20,Disposed,4194.86,2714.51
A671,Switch,2023-07-09,Active,1354.25,9540.95
A672,Desktop,2022-07-30,Retired,2722.5,2967.58
A673,Router,2019-08-18,Retired,4524.77,1549.62
A674,Switch,2021-06-02,In Maintenance,946.01,7577.46
A675,Router,2023-10-13,Active,4337.05,2637.73
A676,Printer,2023-07-13,Active,1620.93,3277.77
A677,Laptop,2022-04-30,In Maintenance,2748.72,5911.68
A678,Desktop,2022-08-02,Disposed,240.14,7187.97
A679,Switch,2022-11-10,Active,1613.08,5784.74
A680,Router,2020-11-07,Active,1157.88,3872.89
A681,Desktop,2022-05-24,In Maintenance,468.96,2052.06
A682,Switch,2024-07-02,Disposed,2278.46,2400.48
A683,Desktop,2024-01-28,Retired,1641.52,6626.98
A684,Server,2021-04-02,Retired,4872.9,5742.45
A685,Server,2021-10-16,Disposed,4611.51,9209.19
A686,Router,2023-06-14,Retired,3717.9,7530.56
A687,Laptop,2023-04-29,In Maintenance,3282.96,6002.16
A688,Desktop,2019-07-16,In Maintenance,2304.39,9677.87
A689,Desktop,2023-07-08,In Maintenance,1126.32,5853.1
A690,Laptop,2023-04-12,Active,2722.63,4710.76
A691,Server,2019-12-14,Retired,1038.29,5090.7
A692,Desktop,2023-07-02,Retired,536.66,1123.34
A693,Printer,2020-01-29,Disposed,4776.39,7332.4
A694,Switch,2024-03-17,Retired,3158.49,4098.44
A695,Switch,2019-07-14,In Maintenance,3217.41,9539.09
A696,Laptop,2020-03-09,In Maintenance,4395.19,6508.85
A697,Desktop,2020-07-29,In Maintenance,2832.71,3732.24
A698,Switch,2022-03-17,Disposed,1597.77,9124.76
A699,Router,2024-06-09,In Maintenance,2072.79,1379.65
A700,Server,2024-05-28,In Maintenance,172.34,6485.27
A701,Switch,2022-10-01,Retired,4720.7,4190.48
A702,Server,2021-04-21,In Maintenance,2502.11,3359.2
A703,Switch,2020-11-07,In Maintenance,2197.02,7657.36
A704,Switch,2023-07-14,Disposed,2973.7,6176.13
A705,Printer,2024-01-15,In Maintenance,2886.05,3837.07
A706,Switch,2021-08-16,Disposed,200.47,6775.83
A707,Router,2020-12-25,Active,935.95,2506.15
A708,Printer,2020-05-16,Active,1106.04,1660.16
A709,Server,2019-09-06,Disposed,2351.08,6657.39
A710,Server,2024-03-27,Retired,3116.38,882.47
A711,Server,2019-07-21,Retired,3990.43,5796.36
A712,Router,2024-05-17,Active,2600.11,7694.17
A713,Switch,2021-09-13,Retired,4187.24,7038.55
A714,Router,2020-09-09,In Maintenance,4754.92,8320.24
A715,Laptop,2023-10-21,Disposed,2761.82,2846.78
A716,Printer,2024-04-20,Disposed,625.54,7144.58
A717,Switch,2020-10-23,Active,2413.83,5571.89
A718,Switch,2021-09-13,In Maintenance,263.51,2166.11
A719,Laptop,2022-06-20,Retired,3083.34,9084.36
A720,Server,2024-05-13,Disposed,3274.49,9610.85
A721,Switch,2020-05-22,Retired,2780.87,9296.19
A722,Server,2022-08-09,Retired,368.94,8467.45
A723,Laptop,2024-03-17,In Maintenance,2905.09,4062.15
A724,Server,2022-04-11,In Maintenance,3907.16,6134.39
A725,Server,2020-11-16,Disposed,4045.55,664.27
A726,Switch,2019-10-26,In Maintenance,4011.94,9439.85
A727,Switch,2023-08-29,Disposed,3471.7,8834.73
A728,Desktop,2021-11-10,In Maintenance,3137.52,9254.82
A729,Printer,2019-09-14,Retired,4482.21,4167.19
A730,Desktop,2024-07-06,Retired,4288.18,6545.94
A731,Router,2021-02-09,Retired,4301.73,8675.4
A732,Desktop,2021-12-06,Active,599.58,2916.45
A733,Desktop,2024-04-30,Disposed,3612.21,4101.44
A734,Desktop,2020-08-19,Disposed,2335.75,8706.29
A735,Router,2019-12-29,Retired,948.29,7953.24
A736,Desktop,2024-02-29,In Maintenance,4749.84,7420.54
A737,Server,2021-07-12,Disposed,2192.68,7720.29
A738,Printer,2023-06-26,Active,4149.14,2079.3
A739,Desktop,2021-06-02,Active,3710.12,936.79
A740,Printer,2023-12-13,Active,3412.34,4891.03
A741,Server,2021-12-20,Active,2997.69,6420.03
A742,Laptop,2020-10-04,Active,4816.19,4728.18
A743,Desktop,2022-04-23,Active,2571.17,7102.36
A744,Printer,2021-02-15,Retired,4029.55,7971.75
A745,Desktop,2021-10-09,Active,4905.7,8787.58
A746,Printer,2024-03-22,In Maintenance,2386.76,6846.81
A747,Printer,2023-07-30,Active,4931.29,2527.16
A748,Switch,2021-12-18,Retired,3925.36,4534.44
A749,Laptop,2024-03-31,In Maintenance,1382.42,1343.47
A750,Switch,2022-02-14,Disposed,153.52,9647.18
A751,Laptop,2021-06-04,In Maintenance,4687.06,9175.22
A752,Switch,2022-06-07,Retired,1023.95,2441.19
A753,Desktop,2020-03-11,Active,1715.55,9317.42
A754,Desktop,2021-05-29,Disposed,468.76,4990.52
A755,Desktop,2021-01-19,Retired,3403.82,5066.93
A756,Router,2020-12-22,Active,1234.15,3155.85
A757,Laptop,2022-01-13,Retired,928.21,3441.2
A758,Switch,2022-06-19,Active,4459.22,4228.93
A759,Desktop,2022-09-01,Retired,1622.6,4997.17
A760,Switch,2020-01-27,Retired,4445.17,5045.38
A761,Server,2022-04-06,Retired,1879.19,6622.62
A762,Switch,2024-07-01,In Maintenance,102.5,2226.13
A763,Laptop,2023-08-26,In Maintenance,4187.97,3291.68
A764,Switch,2023-05-30,In Maintenance,4892.25,9424.94
A765,Router,2020-06-24,In Maintenance,1621.14,1864.71
A766,Server,2022-11-18,Disposed,3291.6,9634.28
A767,Desktop,2024-02-23,Retired,250.05,5921.36
A768,Desktop,2020-07-25,Active,2063.17,5648.04
A769,Router,2021-02-25,Retired,2375.22,5860.84
A770,Router,2023-07-25,In Maintenance,3640.69,8630.4
A771,Router,2023-06-20,Retired,4331.33,5422.22
A772,Router,2024-03-31,Retired,161.34,607.8
A773,Desktop,2019-12-22,Retired,2701.42,3175.99
A774,Printer,2024-02-18,In Maintenance,2620.01,5727.02
A775,Laptop,2023-08-20,Retired,3331.2,2293.04
A776,Laptop,2020-10-11,In Maintenance,4524.33,5579.2
A777,Laptop,2022-03-18,In Maintenance,340.11,3431.25
A778,Router,2019-10-07,In Maintenance,891.4,576.07
A779,Laptop,2022-03-26,Disposed,2721.45,5990.01
A780,Desktop,2023-05-15,Disposed,2743.25,5970.92
A781,Laptop,2023-06-07,Retired,3429.72,9667.12
A782,Server,2022-05-12,Active,2662.75,3163.46
A783,Switch,2020-11-02,Disposed,161.56,1478.71
A784,Printer,2019-09-21,Retired,3373.72,5001.49
A785,Desktop,2019-09-21,Retired,4563.8,5618.37
A786,Printer,2023-01-10,In Maintenance,753.41,5541.86
A787,Desktop,2020-02-04,Active,1280.02,7971.05
A788,Printer,2023-04-07,Active,3222.79,3242.31
A789,Printer,2023-02-18,Disposed,653.02,1134.14
A790,Router,2019-10-01,Retired,2830.88,4869.97
A791,Printer,2023-09-23,In Maintenance,3086.34,3957.09
A792,Printer,2020-01-05,Active,1168.16,1170.11
A793,Switch,2021-12-10,Active,1541.05,5341.47
A794,Switch,2021-07-30,Retired,3150.8,9439.58
A795,Desktop,2024-04-05,In Maintenance,3281.71,8623.37
A796,Server,2020-12-01,Disposed,1650.37,3440.26
A797,Router,2021-02-01,Retired,3331.63,8291.19
A798,Router,2021-05-05,Disposed,3572.2,8639.33
A799,Switch,2023-04-16,Active,4505.84,4664.53
A800,Desktop,2023-04-12,Disposed,794.51,8275.92
A801,Switch,2023-10-30,Disposed,2835.05,4799.32
A802,Server,2020-02-01,Active,4000.02,1309.02
A803,Desktop,2022-02-10,Disposed,2367.32,8691.21
A804,Router,2023-10-01,Disposed,934.52,3378.89
A805,Desktop,2020-02-09,Disposed,4413.09,1575.38
A806,Printer,2021-03-30,Disposed,4388.82,6762.33
A807,Router,2023-06-07,Active,2511.2,822.49
A808,Printer,2022-02-07,Retired,1862.62,9745.24
A809,Desktop,2022-04-04,Retired,4521.31,8699.5
A810,Switch,2020-11-01,In Maintenance,4311.32,2045.9
A811,Desktop,2020-06-18,Active,1861.77,5140.02
A812,Router,2023-05-15,Disposed,734.18,1647.56
A813,Server,2023-05-14,Disposed,2049.97,1871.27
A814,Laptop,2023-11-12,In Maintenance,365.68,9559.98
A815,Printer,2021-07-12,Active,4718.73,5202.55
A816,Laptop,2024-02-19,Retired,2041.3,4554.36
A817,Printer,2024-05-30,Active,4155.0,2513.46
A818,Laptop,2021-04-30,Active,4624.45,6761.79
A819,Laptop,2021-08-05,Active,2907.49,6303.02
A820,Router,2020-01-16,In Maintenance,1835.03,2414.83
A821,Desktop,2024-02-07,Active,4917.08,9259.59
A822,Laptop,2021-02-23,In Maintenance,3072.13,7211.38
A823,Router,2020-07-17,In Maintenance,4427.73,3840.03
A824,Laptop,2023-12-17,In Maintenance,1060.63,9374.74
A825,Server,2019-09-19,Active,1704.91,4920.33
A826,Switch,2021-04-08,In Maintenance,1083.74,6401.47
A827,Router,2020-12-16,Disposed,3563.92,651.83
A828,Server,2021-12-11,Disposed,392.08,1349.39
A829,Switch,2021-11-22,Active,4710.34,2121.24
A830,Switch,2019-09-07,Disposed,3911.01,2549.94
A831,Server,2020-08-03,Disposed,1823.45,1185.04
A832,Desktop,2020-01-03,Disposed,3014.71,7420.75
A833,Printer,2020-02-16,In Maintenance,4529.95,6602.86
A834,Switch,2021-07-01,Disposed,583.07,5942.25
A835,Desktop,2023-11-13,Retired,3999.1,4973.74
A836,Switch,2022-11-19,In Maintenance,1692.59,8828.52
A837,Server,2021-08-15,Disposed,772.44,9395.47
A838,Laptop,2024-04-19,Active,1316.22,7231.7
A839,Router,2023-11-12,In Maintenance,363.93,8075.09
A840,Laptop,2023-09-17,In Maintenance,2248.5,5971.39
A841,Laptop,2023-01-28,In Maintenance,2170.64,6052.87
A842,Server,2021-03-15,Disposed,2128.7,4405.94
A843,Laptop,2023-06-15,Disposed,1019.74,513.25
A844,Server,2023-05-24,Retired,541.46,9588.56
A845,Printer,2023-12-20,Active,4023.62,2226.42
A846,Switch,2021-12-10,Active,379.91,5339.78
A847,Server,2020-09-10,Disposed,3530.49,9862.38
A848,Laptop,2024-02-15,Retired,1360.56,570.97
A849,Router,2021-08-10,Active,875.46,4172.53
A850,Desktop,2020-10-29,In Maintenance,3101.06,3137.78
A851,Router,2024-02-27,Active,4570.83,2594.98
A852,Printer,2021-09-04,Retired,301.16,7494.61
A853,Router,2021-12-14,Disposed,3065.89,9442.98
A854,Router,2021-07-13,Disposed,1705.59,4194.14
A855,Router,2023-07-11,In Maintenance,4012.68,7177.24
A856,Printer,2020-05-22,Disposed,2375.28,6637.51
A857,Printer,2022-09-02,In Maintenance,2386.52,3294.15
A858,Server,2023-12-24,Retired,2080.04,9059.95
A859,Switch,2024-03-31,Retired,4984.17,6372.25
A860,Router,2020-07-25,In Maintenance,4477.89,6415.25
A861,Router,2023-03-31,In Maintenance,1374.08,8862.86
A862,Server,2021-05-07,In Maintenance,3054.89,3440.66
A863,Switch,2022-11-08,Retired,225.81,5433.43
A864,Printer,2019-12-01,Retired,2420.21,3612.36
A865,Server,2024-06-10,Active,4687.68,7364.97
A866,Server,2020-07-05,Disposed,3859.97,4823.08
A867,Desktop,2021-05-22,Disposed,462.51,9181.66
A868,Server,2022-06-13,Disposed,242.78,8417.39
A869,Router,2019-10-11,Retired,3113.08,7533.67
A870,Switch,2021-12-26,Active,319.14,1173.23
A871,Printer,2024-04-12,Retired,2613.5,8356.28
A872,Router,2021-10-12,Disposed,2166.13,1910.39
A873,Router,2023-09-08,Disposed,1364.9,3025.06
A874,Router,2023-08-04,Active,4921.36,5688.45
A875,Laptop,2020-05-19,Active,1835.3,4190.63
A876,Switch,2024-05-17,Disposed,4507.71,5100.05
A877,Server,2022-07-25,Disposed,1732.63,4684.17
A878,Desktop,2022-02-27,Disposed,4571.85,4360.54
A879,Router,2022-09-15,Active,1379.35,2752.95
A880,Desktop,2022-05-01,Active,3580.26,7326.88
A881,Printer,2023-05-26,In Maintenance,590.68,2435.15
A882,Router,2020-04-27,Disposed,1288.69,8970.14
A883,Router,2022-05-25,In Maintenance,1961.36,2727.76
A884,Switch,2023-04-18,In Maintenance,283.51,9144.43
A885,Switch,2024-04-27,Disposed,3228.98,3215.8
A886,Printer,2020-05-25,Active,4840.87,6164.55
A887,Printer,2024-01-29,In Maintenance,3986.85,4651.58
A888,Router,2024-04-30,In Maintenance,2635.82,1102.48
A889,Desktop,2021-10-09,Retired,657.94,3294.47
A890,Desktop,2024-05-07,In Maintenance,2381.87,8221.56
A891,Laptop,2021-02-15,Active,1553.9,4292.19
A892,Router,2021-02-01,Active,1632.16,959.26
A893,Desktop,2022-03-16,Active,3114.31,6522.87
A894,Laptop,2019-07-26,Disposed,1796.41,7716.38
A895,Router,2021-02-01,Active,3944.04,9863.17
A896,Server,2022-10-04,Disposed,3655.1,9318.49
A897,Switch,2019-08-13,In Maintenance,3753.58,3386.96
A898,Server,2021-12-05,Disposed,2513.63,8941.36
A899,Server,2022-07-03,Retired,3291.73,635.71
A900,Printer,2022-08-05,Active,808.18,7127.37
A901,Printer,2023-01-08,Retired,320.37,976.04
A902,Laptop,2019-09-11,Retired,4914.12,5827.68
A903,Router,2019-09-16,Disposed,1817.57,9658.67
A904,Desktop,2023-02-15,Active,1111.2,7418.08
A905,Printer,2021-03-30,Disposed,817.66,2278.4
A906,Printer,2023-06-28,In Maintenance,2301.65,7728.78
A907,Laptop,2020-02-06,Active,3100.74,4703.44
A908,Printer,2020-07-06,Active,1395.03,4956.83
A909,Desktop,2023-07-29,In Maintenance,2558.19,9485.77
A910,Switch,2023-03-19,Retired,2780.86,6155.54
A911,Router,2023-02-18,In Maintenance,4638.62,6476.29
A912,Laptop,2022-09-27,Active,467.43,2502.14
A913,Printer,2019-08-13,In Maintenance,2691.37,1884.88
A914,Laptop,2022-08-03,In Maintenance,2514.46,827.22
A915,Server,2022-12-02,Active,3813.21,5362.36
A916,Desktop,2019-11-16,Disposed,1325.99,6884.46
A917,Router,2024-01-20,Disposed,1588.51,9194.51
A918,Desktop,2020-01-21,Retired,3173.57,7130.65
A919,Server,2023-07-31,Retired,4819.53,8181.76
A920,Printer,2020-12-16,In Maintenance,4427.77,8805.89
A921,Laptop,2021-01-18,Active,337.7,9875.0
A922,Router,2024-01-19,Retired,864.03,9491.08
A923,Switch,2021-03-16,Active,3906.99,8592.85
A924,Router,2022-11-09,Disposed,1519.09,550.04
A925,Desktop,2023-10-17,Disposed,3786.24,8481.79
A926,Server,2020-06-02,Active,2214.32,4564.43
